CONDITION,CODE_TYPE,CODE,CODE_DESCRIPTION
ANXIETY,icd_10_cm,F40240,Claustrophobia
ANXIETY,icd_10_cm,F40241,Acrophobia
ANXIETY,icd_10_cm,F40242,Fear of bridges
ANXIETY,icd_10_cm,F40243,Fear of flying
ANXIETY,icd_10_cm,F40248,Other situational type phobia
ANXIETY,icd_10_cm,F40290,Androphobia
ANXIETY,icd_10_cm,F40291,Gynephobia
ANXIETY,icd_10_cm,F40298,Other specified phobia
ANXIETY,icd_10_cm,F408,Other phobic anxiety disorders
ANXIETY,icd_10_cm,F409,"Phobic anxiety disorder, unspecified"
ANXIETY,icd_10_cm,F410,Panic disorder [episodic paroxysmal anxiety]
ANXIETY,icd_10_cm,F411,Generalized anxiety disorder
ANXIETY,icd_10_cm,F413,Other mixed anxiety disorders
ANXIETY,icd_10_cm,F418,Other specified anxiety disorders
ANXIETY,icd_10_cm,F419,"Anxiety disorder, unspecified"
ATTENTION_DEFICIT_HYPERACTIVITY_DISORDER,icd_10_cm,F900,"Attention-deficit hyperactivity disorder, predominantly inattentive type"
ATTENTION_DEFICIT_HYPERACTIVITY_DISORDER,icd_10_cm,F901,"Attention-deficit hyperactivity disorder, predominantly hyperactive type"
ATTENTION_DEFICIT_HYPERACTIVITY_DISORDER,icd_10_cm,F902,"Attention-deficit hyperactivity disorder, combined type"
ATTENTION_DEFICIT_HYPERACTIVITY_DISORDER,icd_10_cm,F908,"Attention-deficit hyperactivity disorder, other type"
ATTENTION_DEFICIT_HYPERACTIVITY_DISORDER,icd_10_cm,F909,"Attention-deficit hyperactivity disorder, unspecified type"
BIPOLAR,icd_10_cm,F310,"Bipolar disorder, current episode hypomanic"
BIPOLAR,icd_10_cm,F3110,"Bipolar disorder, current episode manic without psychotic features, unspecified"
BIPOLAR,icd_10_cm,F3111,"Bipolar disorder, current episode manic without psychotic features, mild"
BIPOLAR,icd_10_cm,F3112,"Bipolar disorder, current episode manic without psychotic features, moderate"
BIPOLAR,icd_10_cm,F3113,"Bipolar disorder, current episode manic without psychotic features, severe"
BIPOLAR,icd_10_cm,F312,"Bipolar disorder, current episode manic severe with psychotic features"
BIPOLAR,icd_10_cm,F3130,"Bipolar disorder, current episode depressed, mild or moderate severity, unspecified"
BIPOLAR,icd_10_cm,F3131,"Bipolar disorder, current episode depressed, mild"
BIPOLAR,icd_10_cm,F3132,"Bipolar disorder, current episode depressed, moderate"
BIPOLAR,icd_10_cm,F314,"Bipolar disorder, current episode depressed, severe, without psychotic features"
BIPOLAR,icd_10_cm,F315,"Bipolar disorder, current episode depressed, severe, with psychotic features"
BIPOLAR,icd_10_cm,F3160,"Bipolar disorder, current episode mixed, unspecified"
BIPOLAR,icd_10_cm,F3161,"Bipolar disorder, current episode mixed, mild"
BIPOLAR,icd_10_cm,F3162,"Bipolar disorder, current episode mixed, moderate"
BIPOLAR,icd_10_cm,F3163,"Bipolar disorder, current episode mixed, severe, without psychotic features"
BIPOLAR,icd_10_cm,F3164,"Bipolar disorder, current episode mixed, severe, with psychotic features"
BIPOLAR,icd_10_cm,F3170,"Bipolar disorder, currently in remission, most recent episode unspecified"
BIPOLAR,icd_10_cm,F3171,"Bipolar disorder, in partial remission, most recent episode hypomanic"
BIPOLAR,icd_10_cm,F3172,"Bipolar disorder, in full remission, most recent episode hypomanic"
BIPOLAR,icd_10_cm,F3173,"Bipolar disorder, in partial remission, most recent episode manic"
BIPOLAR,icd_10_cm,F3174,"Bipolar disorder, in full remission, most recent episode manic"
BIPOLAR,icd_10_cm,F3175,"Bipolar disorder, in partial remission, most recent episode depressed"
BIPOLAR,icd_10_cm,F3176,"Bipolar disorder, in full remission, most recent episode depressed"
BIPOLAR,icd_10_cm,F3177,"Bipolar disorder, in partial remission, most recent episode mixed"
BIPOLAR,icd_10_cm,F3178,"Bipolar disorder, in full remission, most recent episode mixed"
BIPOLAR,icd_10_cm,F3181,Bipolar II disorder
BIPOLAR,icd_10_cm,F3189,Other bipolar disorder
BIPOLAR,icd_10_cm,F319,"Bipolar disorder, unspecified"
DEPRESSION,icd_10_cm,F320,"Major depressive disorder, single episode, mild"
DEPRESSION,icd_10_cm,F321,"Major depressive disorder, single episode, moderate"
DEPRESSION,icd_10_cm,F322,"Major depressive disorder, single episode, severe without psychotic features"
DEPRESSION,icd_10_cm,F323,"Major depressive disorder, single episode, severe with psychotic features"
DEPRESSION,icd_10_cm,F324,"Major depressive disorder, single episode, in partial remission"
DEPRESSION,icd_10_cm,F325,"Major depressive disorder, single episode, in full remission"
DEPRESSION,icd_10_cm,F3289,Other specified depressive episodes
DEPRESSION,icd_10_cm,F329,"Major depressive disorder, single episode, unspecified"
DEPRESSION,icd_10_cm,F32A,"Depression, unspecified"
DEPRESSION,icd_10_cm,F330,"Major depressive disorder, recurrent, mild"
DEPRESSION,icd_10_cm,F331,"Major depressive disorder, recurrent, moderate"
DEPRESSION,icd_10_cm,F332,"Major depressive disorder, recurrent severe without psychotic features"
DEPRESSION,icd_10_cm,F333,"Major depressive disorder, recurrent, severe with psychotic symptoms"
DEPRESSION,icd_10_cm,F3340,"Major depressive disorder, recurrent, in remission, unspecified"
DEPRESSION,icd_10_cm,F3341,"Major depressive disorder, recurrent, in partial remission"
DEPRESSION,icd_10_cm,F3342,"Major depressive disorder, recurrent, in full remission"
DEPRESSION,icd_10_cm,F338,Other recurrent depressive disorders
DEPRESSION,icd_10_cm,F339,"Major depressive disorder, recurrent, unspecified"
OBSESSIVE_COMPULSIVE_DISORDER,icd_10_cm,F42,Obsessive-compulsive disorder
OBSESSIVE_COMPULSIVE_DISORDER,icd_10_cm,F422,Mixed obsessional thoughts and acts
OBSESSIVE_COMPULSIVE_DISORDER,icd_10_cm,F423,Hoarding disorder
OBSESSIVE_COMPULSIVE_DISORDER,icd_10_cm,F424,Excoriation (skin-picking) disorder
OBSESSIVE_COMPULSIVE_DISORDER,icd_10_cm,F428,Other obsessive-compulsive disorder
OBSESSIVE_COMPULSIVE_DISORDER,icd_10_cm,F429,"Obsessive-compulsive disorder, unspecified"
PERSONALITY_DISORDER,icd_10_cm,F21,Schizotypal disorder
PERSONALITY_DISORDER,icd_10_cm,F340,Cyclothymic disorder
PERSONALITY_DISORDER,icd_10_cm,F341,Dysthymic disorder
PERSONALITY_DISORDER,icd_10_cm,F600,Paranoid personality disorder
PERSONALITY_DISORDER,icd_10_cm,F601,Schizoid personality disorder
PERSONALITY_DISORDER,icd_10_cm,F602,Antisocial personality disorder
PERSONALITY_DISORDER,icd_10_cm,F603,Borderline personality disorder
PERSONALITY_DISORDER,icd_10_cm,F604,Histrionic personality disorder
PERSONALITY_DISORDER,icd_10_cm,F605,Obsessive-compulsive personality disorder
PERSONALITY_DISORDER,icd_10_cm,F606,Avoidant personality disorder
PERSONALITY_DISORDER,icd_10_cm,F607,Dependent personality disorder
PERSONALITY_DISORDER,icd_10_cm,F6081,Narcissistic personality disorder
PERSONALITY_DISORDER,icd_10_cm,F6089,Other specific personality disorders
PERSONALITY_DISORDER,icd_10_cm,F609,"Personality disorder, unspecified"
PERSONALITY_DISORDER,icd_10_cm,F6810,"Factitious disorder imposed on self, unspecified"
PERSONALITY_DISORDER,icd_10_cm,F6811,"Factitious disorder imposed on self, with predominantly psychological signs and symptoms"
PERSONALITY_DISORDER,icd_10_cm,F6812,"Factitious disorder imposed on self, with predominantly physical signs and symptoms"
PERSONALITY_DISORDER,icd_10_cm,F6813,"Factitious disorder imposed on self, with combined psychological and physical signs and symptoms"
PERSONALITY_DISORDER,icd_10_cm,F69,Unspecified disorder of adult personality and behavior
POST_TRAUMATIC_STRESS_DISORDER,icd_10_cm,F4310,"Post-traumatic stress disorder, unspecified"
POST_TRAUMATIC_STRESS_DISORDER,icd_10_cm,F4311,"Post-traumatic stress disorder, acute"
POST_TRAUMATIC_STRESS_DISORDER,icd_10_cm,F4312,"Post-traumatic stress disorder, chronic"
SCHIZOPHRENIA,icd_10_cm,F200,Paranoid schizophrenia
SCHIZOPHRENIA,icd_10_cm,F201,Disorganized schizophrenia
SCHIZOPHRENIA,icd_10_cm,F202,Catatonic schizophrenia
SCHIZOPHRENIA,icd_10_cm,F203,Undifferentiated schizophrenia
SCHIZOPHRENIA,icd_10_cm,F205,Residual schizophrenia
SCHIZOPHRENIA,icd_10_cm,F2081,Schizophreniform disorder
SCHIZOPHRENIA,icd_10_cm,F2089,Other schizophrenia
SCHIZOPHRENIA,icd_10_cm,F209,"Schizophrenia, unspecified"
SCHIZOPHRENIA,icd_10_cm,F250,"Schizoaffective disorder, bipolar type"
SCHIZOPHRENIA,icd_10_cm,F251,"Schizoaffective disorder, depressive type"
SCHIZOPHRENIA,icd_10_cm,F258,Other schizoaffective disorders
SCHIZOPHRENIA,icd_10_cm,F259,"Schizoaffective disorder, unspecified"
CHRONIC_KIDNEY_DISEASE,icd_10_cm,N181,"Chronic kidney disease, stage 1"
CHRONIC_KIDNEY_DISEASE,icd_10_cm,N182,"Chronic kidney disease, stage 2 (mild)"
CHRONIC_KIDNEY_DISEASE,icd_10_cm,N183,"Chronic kidney disease, stage 3 (moderate)"
CHRONIC_KIDNEY_DISEASE,icd_10_cm,N1830,"Chronic kidney disease, stage 3 unspecified"
CHRONIC_KIDNEY_DISEASE,icd_10_cm,N1831,"Chronic kidney disease, stage 3a"
CHRONIC_KIDNEY_DISEASE,icd_10_cm,N1832,"Chronic kidney disease, stage 3b"
CHRONIC_KIDNEY_DISEASE,icd_10_cm,N184,"Chronic kidney disease, stage 4 (severe)"
CHRONIC_KIDNEY_DISEASE,icd_10_cm,N185,"Chronic kidney disease, stage 5"
CHRONIC_KIDNEY_DISEASE,icd_10_cm,N186,End stage renal disease
CHRONIC_KIDNEY_DISEASE,icd_10_cm,N189,"Chronic kidney disease, unspecified"
HYPERLIPIDEMIA,icd_10_cm,E780,Pure hypercholesterolemia
HYPERLIPIDEMIA,icd_10_cm,E7800,"Pure hypercholesterolemia, unspecified"
HYPERLIPIDEMIA,icd_10_cm,E7801,Familial hypercholesterolemia
HYPERLIPIDEMIA,icd_10_cm,E781,Pure hyperglyceridemia
HYPERLIPIDEMIA,icd_10_cm,E782,Mixed hyperlipidemia
HYPERLIPIDEMIA,icd_10_cm,E783,Hyperchylomicronemia
HYPERLIPIDEMIA,icd_10_cm,E7841,Elevated Lipoprotein(a)
HYPERLIPIDEMIA,icd_10_cm,E7849,Other hyperlipidemia
HYPERLIPIDEMIA,icd_10_cm,E785,"Hyperlipidemia, unspecified"
METABOLIC_SYNDROME,icd_10_cm,E8881,Metabolic syndrome
OBESITY,icd_10_cm,E6601,Morbid (severe) obesity due to excess calories
OBESITY,icd_10_cm,E6609,Other obesity due to excess calories
OBESITY,icd_10_cm,E661,Drug-induced obesity
OBESITY,icd_10_cm,E662,Morbid (severe) obesity with alveolar hypoventilation
OBESITY,icd_10_cm,E668,Other obesity
OBESITY,icd_10_cm,E669,"Obesity, unspecified"
OBESITY,icd_10_cm,Z6830,"Body mass index [BMI] 30.0-30.9, adult"
OBESITY,icd_10_cm,Z6831,"Body mass index [BMI] 31.0-31.9, adult"
OBESITY,icd_10_cm,Z6832,"Body mass index [BMI] 32.0-32.9, adult"
OBESITY,icd_10_cm,Z6833,"Body mass index [BMI] 33.0-33.9, adult"
OBESITY,icd_10_cm,Z6834,"Body mass index [BMI] 34.0-34.9, adult"
OBESITY,icd_10_cm,Z6835,"Body mass index [BMI] 35.0-35.9, adult"
OBESITY,icd_10_cm,Z6836,"Body mass index [BMI] 36.0-36.9, adult"
OBESITY,icd_10_cm,Z6837,"Body mass index [BMI] 37.0-37.9, adult"
OBESITY,icd_10_cm,Z6838,"Body mass index [BMI] 38.0-38.9, adult"
OBESITY,icd_10_cm,Z6839,"Body mass index [BMI] 39.0-39.9, adult"
OBESITY,icd_10_cm,Z6841,"Body mass index [BMI] 40.0-44.9, adult"
OBESITY,icd_10_cm,Z6842,"Body mass index [BMI] 45.0-49.9, adult"
OBESITY,icd_10_cm,Z6843,"Body mass index [BMI] 50.0-59.9, adult"
OBESITY,icd_10_cm,Z6844,"Body mass index [BMI] 60.0-69.9, adult"
OBESITY,icd_10_cm,Z6845,"Body mass index [BMI] 70 or greater, adult"
TYPE_2_DIABETES,icd_10_cm,E1100,Type 2 diabetes mellitus with hyperosmolarity without nonketotic hyperglycemic-hyperosmolar coma (NKHHC)
TYPE_2_DIABETES,icd_10_cm,E1101,Type 2 diabetes mellitus with hyperosmolarity with coma
TYPE_2_DIABETES,icd_10_cm,E1110,Type 2 diabetes mellitus with ketoacidosis without coma
TYPE_2_DIABETES,icd_10_cm,E1111,Type 2 diabetes mellitus with ketoacidosis with coma
TYPE_2_DIABETES,icd_10_cm,E1121,Type 2 diabetes mellitus with diabetic nephropathy
TYPE_2_DIABETES,icd_10_cm,E1122,Type 2 diabetes mellitus with diabetic chronic kidney disease
TYPE_2_DIABETES,icd_10_cm,E1129,Type 2 diabetes mellitus with other diabetic kidney complication
TYPE_2_DIABETES,icd_10_cm,E11311,Type 2 diabetes mellitus with unspecified diabetic retinopathy with macular edema
TYPE_2_DIABETES,icd_10_cm,E11319,Type 2 diabetes mellitus with unspecified diabetic retinopathy without macular edema
TYPE_2_DIABETES,icd_10_cm,E11321,Type 2 diabetes mellitus with mild nonproliferative diabetic retinopathy with macular edema
TYPE_2_DIABETES,icd_10_cm,E113211,"Type 2 diabetes mellitus with mild nonproliferative diabetic retinopathy with macular edema, right eye"
TYPE_2_DIABETES,icd_10_cm,E113212,"Type 2 diabetes mellitus with mild nonproliferative diabetic retinopathy with macular edema, left eye"
TYPE_2_DIABETES,icd_10_cm,E113213,"Type 2 diabetes mellitus with mild nonproliferative diabetic retinopathy with macular edema, bilateral"
TYPE_2_DIABETES,icd_10_cm,E113219,"Type 2 diabetes mellitus with mild nonproliferative diabetic retinopathy with macular edema, unspecified eye"
TYPE_2_DIABETES,icd_10_cm,E11329,Type 2 diabetes mellitus with mild nonproliferative diabetic retinopathy without macular edema
TYPE_2_DIABETES,icd_10_cm,E113291,"Type 2 diabetes mellitus with mild nonproliferative diabetic retinopathy without macular edema, right eye"
TYPE_2_DIABETES,icd_10_cm,E113292,"Type 2 diabetes mellitus with mild nonproliferative diabetic retinopathy without macular edema, left eye"
TYPE_2_DIABETES,icd_10_cm,E113293,"Type 2 diabetes mellitus with mild nonproliferative diabetic retinopathy without macular edema, bilateral"
TYPE_2_DIABETES,icd_10_cm,E113299,"Type 2 diabetes mellitus with mild nonproliferative diabetic retinopathy without macular edema, unspecified eye"
TYPE_2_DIABETES,icd_10_cm,E11331,Type 2 diabetes mellitus with moderate nonproliferative diabetic retinopathy with macular edema
TYPE_2_DIABETES,icd_10_cm,E113311,"Type 2 diabetes mellitus with moderate nonproliferative diabetic retinopathy with macular edema, right eye"
TYPE_2_DIABETES,icd_10_cm,E113312,"Type 2 diabetes mellitus with moderate nonproliferative diabetic retinopathy with macular edema, left eye"
TYPE_2_DIABETES,icd_10_cm,E113313,"Type 2 diabetes mellitus with moderate nonproliferative diabetic retinopathy with macular edema, bilateral"
TYPE_2_DIABETES,icd_10_cm,E113319,"Type 2 diabetes mellitus with moderate nonproliferative diabetic retinopathy with macular edema, unspecified eye"
TYPE_2_DIABETES,icd_10_cm,E11339,Type 2 diabetes mellitus with moderate nonproliferative diabetic retinopathy without macular edema
TYPE_2_DIABETES,icd_10_cm,E113391,"Type 2 diabetes mellitus with moderate nonproliferative diabetic retinopathy without macular edema, right eye"
TYPE_2_DIABETES,icd_10_cm,E113392,"Type 2 diabetes mellitus with moderate nonproliferative diabetic retinopathy without macular edema, left eye"
TYPE_2_DIABETES,icd_10_cm,E113393,"Type 2 diabetes mellitus with moderate nonproliferative diabetic retinopathy without macular edema, bilateral"
TYPE_2_DIABETES,icd_10_cm,E113399,"Type 2 diabetes mellitus with moderate nonproliferative diabetic retinopathy without macular edema, unspecified eye"
TYPE_2_DIABETES,icd_10_cm,E11341,Type 2 diabetes mellitus with severe nonproliferative diabetic retinopathy with macular edema
TYPE_2_DIABETES,icd_10_cm,E113411,"Type 2 diabetes mellitus with severe nonproliferative diabetic retinopathy with macular edema, right eye"
TYPE_2_DIABETES,icd_10_cm,E113412,"Type 2 diabetes mellitus with severe nonproliferative diabetic retinopathy with macular edema, left eye"
TYPE_2_DIABETES,icd_10_cm,E113413,"Type 2 diabetes mellitus with severe nonproliferative diabetic retinopathy with macular edema, bilateral"
TYPE_2_DIABETES,icd_10_cm,E113419,"Type 2 diabetes mellitus with severe nonproliferative diabetic retinopathy with macular edema, unspecified eye"
TYPE_2_DIABETES,icd_10_cm,E11349,Type 2 diabetes mellitus with severe nonproliferative diabetic retinopathy without macular edema
TYPE_2_DIABETES,icd_10_cm,E113491,"Type 2 diabetes mellitus with severe nonproliferative diabetic retinopathy without macular edema, right eye"
TYPE_2_DIABETES,icd_10_cm,E113492,"Type 2 diabetes mellitus with severe nonproliferative diabetic retinopathy without macular edema, left eye"
TYPE_2_DIABETES,icd_10_cm,E113493,"Type 2 diabetes mellitus with severe nonproliferative diabetic retinopathy without macular edema, bilateral"
TYPE_2_DIABETES,icd_10_cm,E113499,"Type 2 diabetes mellitus with severe nonproliferative diabetic retinopathy without macular edema, unspecified eye"
TYPE_2_DIABETES,icd_10_cm,E11351,Type 2 diabetes mellitus with proliferative diabetic retinopathy with macular edema
TYPE_2_DIABETES,icd_10_cm,E113511,"Type 2 diabetes mellitus with proliferative diabetic retinopathy with macular edema, right eye"
TYPE_2_DIABETES,icd_10_cm,E113512,"Type 2 diabetes mellitus with proliferative diabetic retinopathy with macular edema, left eye"
TYPE_2_DIABETES,icd_10_cm,E113513,"Type 2 diabetes mellitus with proliferative diabetic retinopathy with macular edema, bilateral"
TYPE_2_DIABETES,icd_10_cm,E113519,"Type 2 diabetes mellitus with proliferative diabetic retinopathy with macular edema, unspecified eye"
TYPE_2_DIABETES,icd_10_cm,E113521,"Type 2 diabetes mellitus with proliferative diabetic retinopathy with traction retinal detachment involving the macula, right eye"
TYPE_2_DIABETES,icd_10_cm,E113522,"Type 2 diabetes mellitus with proliferative diabetic retinopathy with traction retinal detachment involving the macula, left eye"
TYPE_2_DIABETES,icd_10_cm,E113523,"Type 2 diabetes mellitus with proliferative diabetic retinopathy with traction retinal detachment involving the macula, bilateral"
TYPE_2_DIABETES,icd_10_cm,E113529,"Type 2 diabetes mellitus with proliferative diabetic retinopathy with traction retinal detachment involving the macula, unspecified eye"
TYPE_2_DIABETES,icd_10_cm,E113531,"Type 2 diabetes mellitus with proliferative diabetic retinopathy with traction retinal detachment not involving the macula, right eye"
TYPE_2_DIABETES,icd_10_cm,E113532,"Type 2 diabetes mellitus with proliferative diabetic retinopathy with traction retinal detachment not involving the macula, left eye"
TYPE_2_DIABETES,icd_10_cm,E113533,"Type 2 diabetes mellitus with proliferative diabetic retinopathy with traction retinal detachment not involving the macula, bilateral"
TYPE_2_DIABETES,icd_10_cm,E113539,"Type 2 diabetes mellitus with proliferative diabetic retinopathy with traction retinal detachment not involving the macula, unspecified eye"
TYPE_2_DIABETES,icd_10_cm,E113541,"Type 2 diabetes mellitus with proliferative diabetic retinopathy with combined traction retinal detachment and rhegmatogenous retinal detachment, right eye"
TYPE_2_DIABETES,icd_10_cm,E113542,"Type 2 diabetes mellitus with proliferative diabetic retinopathy with combined traction retinal detachment and rhegmatogenous retinal detachment, left eye"
TYPE_2_DIABETES,icd_10_cm,E113543,"Type 2 diabetes mellitus with proliferative diabetic retinopathy with combined traction retinal detachment and rhegmatogenous retinal detachment, bilateral"
TYPE_2_DIABETES,icd_10_cm,E113549,"Type 2 diabetes mellitus with proliferative diabetic retinopathy with combined traction retinal detachment and rhegmatogenous retinal detachment, unspecified eye"
TYPE_2_DIABETES,icd_10_cm,E113551,"Type 2 diabetes mellitus with stable proliferative diabetic retinopathy, right eye"
TYPE_2_DIABETES,icd_10_cm,E113552,"Type 2 diabetes mellitus with stable proliferative diabetic retinopathy, left eye"
TYPE_2_DIABETES,icd_10_cm,E113553,"Type 2 diabetes mellitus with stable proliferative diabetic retinopathy, bilateral"
TYPE_2_DIABETES,icd_10_cm,E113559,"Type 2 diabetes mellitus with stable proliferative diabetic retinopathy, unspecified eye"
TYPE_2_DIABETES,icd_10_cm,E11359,Type 2 diabetes mellitus with proliferative diabetic retinopathy without macular edema
TYPE_2_DIABETES,icd_10_cm,E113591,"Type 2 diabetes mellitus with proliferative diabetic retinopathy without macular edema, right eye"
TYPE_2_DIABETES,icd_10_cm,E113592,"Type 2 diabetes mellitus with proliferative diabetic retinopathy without macular edema, left eye"
TYPE_2_DIABETES,icd_10_cm,E113593,"Type 2 diabetes mellitus with proliferative diabetic retinopathy without macular edema, bilateral"
TYPE_2_DIABETES,icd_10_cm,E113599,"Type 2 diabetes mellitus with proliferative diabetic retinopathy without macular edema, unspecified eye"
TYPE_2_DIABETES,icd_10_cm,E1136,Type 2 diabetes mellitus with diabetic cataract
TYPE_2_DIABETES,icd_10_cm,E1137X1,"Type 2 diabetes mellitus with diabetic macular edema, resolved following treatment, right eye"
TYPE_2_DIABETES,icd_10_cm,E1137X2,"Type 2 diabetes mellitus with diabetic macular edema, resolved following treatment, left eye"
TYPE_2_DIABETES,icd_10_cm,E1137X3,"Type 2 diabetes mellitus with diabetic macular edema, resolved following treatment, bilateral"
TYPE_2_DIABETES,icd_10_cm,E1137X9,"Type 2 diabetes mellitus with diabetic macular edema, resolved following treatment, unspecified eye"
TYPE_2_DIABETES,icd_10_cm,E1139,Type 2 diabetes mellitus with other diabetic ophthalmic complication
TYPE_2_DIABETES,icd_10_cm,E1140,"Type 2 diabetes mellitus with diabetic neuropathy, unspecified"
TYPE_2_DIABETES,icd_10_cm,E1141,Type 2 diabetes mellitus with diabetic mononeuropathy
TYPE_2_DIABETES,icd_10_cm,E1142,Type 2 diabetes mellitus with diabetic polyneuropathy
TYPE_2_DIABETES,icd_10_cm,E1143,Type 2 diabetes mellitus with diabetic autonomic (poly)neuropathy
TYPE_2_DIABETES,icd_10_cm,E1144,Type 2 diabetes mellitus with diabetic amyotrophy
TYPE_2_DIABETES,icd_10_cm,E1149,Type 2 diabetes mellitus with other diabetic neurological complication
TYPE_2_DIABETES,icd_10_cm,E1151,Type 2 diabetes mellitus with diabetic peripheral angiopathy without gangrene
TYPE_2_DIABETES,icd_10_cm,E1152,Type 2 diabetes mellitus with diabetic peripheral angiopathy with gangrene
TYPE_2_DIABETES,icd_10_cm,E1159,Type 2 diabetes mellitus with other circulatory complications
TYPE_2_DIABETES,icd_10_cm,E11610,Type 2 diabetes mellitus with diabetic neuropathic arthropathy
TYPE_2_DIABETES,icd_10_cm,E11618,Type 2 diabetes mellitus with other diabetic arthropathy
TYPE_2_DIABETES,icd_10_cm,E11620,Type 2 diabetes mellitus with diabetic dermatitis
TYPE_2_DIABETES,icd_10_cm,E11621,Type 2 diabetes mellitus with foot ulcer
TYPE_2_DIABETES,icd_10_cm,E11622,Type 2 diabetes mellitus with other skin ulcer
TYPE_2_DIABETES,icd_10_cm,E11628,Type 2 diabetes mellitus with other skin complications
TYPE_2_DIABETES,icd_10_cm,E11630,Type 2 diabetes mellitus with periodontal disease
TYPE_2_DIABETES,icd_10_cm,E11638,Type 2 diabetes mellitus with other oral complications
TYPE_2_DIABETES,icd_10_cm,E11641,Type 2 diabetes mellitus with hypoglycemia with coma
TYPE_2_DIABETES,icd_10_cm,E11649,Type 2 diabetes mellitus with hypoglycemia without coma
TYPE_2_DIABETES,icd_10_cm,E1165,Type 2 diabetes mellitus with hyperglycemia
TYPE_2_DIABETES,icd_10_cm,E1169,Type 2 diabetes mellitus with other specified complication
TYPE_2_DIABETES,icd_10_cm,E118,Type 2 diabetes mellitus with unspecified complications
TYPE_2_DIABETES,icd_10_cm,E119,Type 2 diabetes mellitus without complications
ALZHEIMERS_DISEASE,icd_10_cm,G300,Alzheimer's disease with early onset
ALZHEIMERS_DISEASE,icd_10_cm,G301,Alzheimer's disease with late onset
ALZHEIMERS_DISEASE,icd_10_cm,G308,Other Alzheimer's disease
ALZHEIMERS_DISEASE,icd_10_cm,G309,"Alzheimer's disease, unspecified"
AMYOTROPHIC_LATERAL_SCLEROSIS,icd_10_cm,G1220,"Motor neuron disease, unspecified"
AMYOTROPHIC_LATERAL_SCLEROSIS,icd_10_cm,G1221,Amyotrophic lateral sclerosis
AMYOTROPHIC_LATERAL_SCLEROSIS,icd_10_cm,G1222,Progressive bulbar palsy
AMYOTROPHIC_LATERAL_SCLEROSIS,icd_10_cm,G1223,Primary lateral sclerosis
AMYOTROPHIC_LATERAL_SCLEROSIS,icd_10_cm,G1224,Familial motor neuron disease
AMYOTROPHIC_LATERAL_SCLEROSIS,icd_10_cm,G1225,Progressive spinal muscle atrophy
AMYOTROPHIC_LATERAL_SCLEROSIS,icd_10_cm,G1229,Other motor neuron disease
DEMENTIA,icd_10_cm,F0150,Vascular dementia without behavioral disturbance
DEMENTIA,icd_10_cm,F0151,Vascular dementia with behavioral disturbance
DEMENTIA,icd_10_cm,F0280,Dementia in other diseases classified elsewhere without behavioral disturbance
DEMENTIA,icd_10_cm,F0281,Dementia in other diseases classified elsewhere with behavioral disturbance
DEMENTIA,icd_10_cm,F0390,Unspecified dementia without behavioral disturbance
DEMENTIA,icd_10_cm,F0391,Unspecified dementia with behavioral disturbance
DEMENTIA,icd_10_cm,F05,Delirium due to known physiological condition
DEMENTIA,icd_10_cm,G138,Systemic atrophy primarily affecting central nervous system in other diseases classified elsewhere
DEMENTIA,icd_10_cm,G3101,Pick's disease
DEMENTIA,icd_10_cm,G3109,Other frontotemporal dementia
DEMENTIA,icd_10_cm,G311,"Senile degeneration of brain, not elsewhere classified"
DEMENTIA,icd_10_cm,G312,Degeneration of nervous system due to alcohol
DEMENTIA,icd_10_cm,G3183,Dementia with Lewy bodies
MULTIPLE_SCLEROSIS,icd_10_cm,G35,Multiple sclerosis
MUSCULAR_DYSTROPHY,icd_10_cm,G7100,"Muscular dystrophy, unspecified"
MUSCULAR_DYSTROPHY,icd_10_cm,G7101,Duchenne or Becker muscular dystrophy
MUSCULAR_DYSTROPHY,icd_10_cm,G7102,Facioscapulohumeral muscular dystrophy
MUSCULAR_DYSTROPHY,icd_10_cm,G7109,Other specified muscular dystrophies
MUSCULAR_DYSTROPHY,icd_10_cm,G7111,Myotonic muscular dystrophy
PARKINSONS_DISEASE,icd_10_cm,G20,Parkinson's disease
PARKINSONS_DISEASE,icd_10_cm,G2111,Neuroleptic induced parkinsonism
PARKINSONS_DISEASE,icd_10_cm,G2119,Other drug induced secondary parkinsonism
PARKINSONS_DISEASE,icd_10_cm,G213,Postencephalitic parkinsonism
PARKINSONS_DISEASE,icd_10_cm,G214,Vascular parkinsonism
PARKINSONS_DISEASE,icd_10_cm,G218,Other secondary parkinsonism
PARKINSONS_DISEASE,icd_10_cm,G219,"Secondary parkinsonism, unspecified"
PARKINSONS_DISEASE,icd_10_cm,G3183,Dementia with Lewy bodies
ASTHMA,icd_10_cm,J4520,"Mild intermittent asthma, uncomplicated"
ASTHMA,icd_10_cm,J4521,Mild intermittent asthma with (acute) exacerbation
ASTHMA,icd_10_cm,J4522,Mild intermittent asthma with status asthmaticus
ASTHMA,icd_10_cm,J4530,"Mild persistent asthma, uncomplicated"
ASTHMA,icd_10_cm,J4531,Mild persistent asthma with (acute) exacerbation
ASTHMA,icd_10_cm,J4532,Mild persistent asthma with status asthmaticus
ASTHMA,icd_10_cm,J4540,"Moderate persistent asthma, uncomplicated"
ASTHMA,icd_10_cm,J4541,Moderate persistent asthma with (acute) exacerbation
ASTHMA,icd_10_cm,J4542,Moderate persistent asthma with status asthmaticus
ASTHMA,icd_10_cm,J4550,"Severe persistent asthma, uncomplicated"
